       	gene_id 	go_terms
 56118 	g14748  	GO:0016757(InterPro)
 56119 	g32055  	GO:0015074(InterPro)
 56123 	g10916  	GO:0004364(InterPro)|GO:0006749(InterPro)
 56125 	g30343  	GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0031418(InterPro)
 56131 	g32461  	GO:0004857(InterPro)
 56135 	g35577  	GO:0005737(PANTHER)|GO:0005829(PANTHER)|GO:0005975(InterPro)|GO:0005986(PANTHER)|GO:0006000(PANTHER)|GO:0006002(PANTHER)|GO:0006094(PANTHER)|GO:0016791(InterPro)|GO:0030388(PANTHER)|GO:0042132(PANTHER)
 56147 	g11473  	GO:0006623(PANTHER)|GO:0045053(PANTHER)
 56148 	g7040   	GO:0006952(InterPro)
 56153 	g25840  	GO:0005515(InterPro)
 56161 	g5001   	GO:0006869(InterPro)
 56162 	g2577   	GO:0006355(InterPro)
 56163 	g11289  	GO:0003676(InterPro)|GO:0008270(InterPro)
 56168 	g6673   	GO:0005829(PANTHER)|GO:0043023(PANTHER)|GO:0061630(PANTHER)|GO:0061630(InterPro)|GO:0072344(PANTHER)|GO:1990112(InterPro)|GO:1990112(PANTHER)|GO:1990116(PANTHER)|GO:1990116(InterPro)
 56169 	g4582   	GO:0005524(InterPro)
 56175 	g19181  	GO:0004672(InterPro)|GO:0006468(InterPro)
 56178 	g2388   	GO:0005515(InterPro)
 56198 	g13763  	GO:0009535(PANTHER)
 56199 	g32039  	GO:0004455(PANTHER)|GO:0005739(PANTHER)|GO:0009082(InterPro)|GO:0009097(PANTHER)|GO:0009099(PANTHER)|GO:0009507(PANTHER)|GO:0016491(InterPro)
 56200 	g25352  	GO:0005525(InterPro)
 56203 	g4968   	GO:0005515(InterPro)
 56209 	g16332  	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
 56213 	g25710  	GO:0004713(InterPro)|GO:0006468(InterPro)
 56218 	g18523  	GO:0004713(InterPro)|GO:0006468(InterPro)
 56223 	g2565   	GO:0005515(InterPro)
 56226 	g30363  	GO:0016757(InterPro)
 56228 	g16672  	GO:0003723(InterPro)
 56233 	g7220   	GO:0004176(InterPro)|GO:0004222(InterPro)|GO:0016020(InterPro)
 56246 	g19659  	GO:0016567(InterPro)|GO:0016740(InterPro)
 56247 	g30480  	GO:0005524(InterPro)
 56252 	g18193  	GO:0010333(InterPro)|GO:0016829(InterPro)
 56257 	g36618  	GO:0005886(PANTHER)|GO:0008324(PANTHER)|GO:0015081(PANTHER)
 56259 	g18828  	GO:0010333(InterPro)|GO:0016829(InterPro)
 56261 	g25017  	GO:0003677(InterPro)
 56265 	g8123   	GO:0004518(InterPro)
 56270 	g23447  	GO:0005515(InterPro)
 56272 	g8714   	GO:0016020(InterPro)|GO:0055085(InterPro)
 56274 	g11218  	GO:0000139(InterPro)|GO:0015165(InterPro)|GO:0016020(InterPro)|GO:0090481(InterPro)
 56276 	g18795  	GO:0003676(InterPro)|GO:0008270(InterPro)
 56280 	g737    	GO:0035251(PANTHER)
 56282 	g13559  	GO:0005524(InterPro)
 56289 	g26501  	GO:0005515(InterPro)
 56318 	g15236  	GO:0005515(InterPro)
 56346 	g19275  	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
 56351 	g6009   	GO:0003919(PANTHER)|GO:0006747(PANTHER)
 56353 	g6081   	GO:0000027(PANTHER)|GO:0000055(PANTHER)|GO:0005634(PANTHER)|GO:0030687(PANTHER)
 56354 	g22528  	GO:0004719(InterPro)|GO:0036211(InterPro)
 56362 	g30664  	GO:0005515(InterPro)
 56371 	g30996  	GO:0005783(PANTHER)|GO:0005794(PANTHER)|GO:0006612(PANTHER)|GO:0016409(InterPro)|GO:0018230(PANTHER)|GO:0019706(PANTHER)
 56373 	g29853  	GO:0004553(InterPro)|GO:0005975(InterPro)
 56376 	g16009  	GO:0003700(InterPro)|GO:0006352(InterPro)|GO:0006355(InterPro)
 56387 	g35744  	GO:0016491(InterPro)
 56400 	g24118  	GO:0007165(InterPro)
 56403 	g3868   	GO:0005515(InterPro)
 56407 	g13795  	GO:0016020(PANTHER)
 56408 	g27254  	GO:0005886(PANTHER)
 56409 	g5687   	GO:0005634(PANTHER)|GO:0032875(InterPro)
 56410 	g35996  	GO:0006486(InterPro)|GO:0016020(InterPro)|GO:0016758(InterPro)
 56412 	g2015   	GO:0030570(InterPro)
 56413 	g1136   	GO:0003677(InterPro)
 56421 	g36557  	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
 56435 	g15877  	GO:0016405(PANTHER)
 56436 	g25542  	GO:0007142(InterPro)
 56437 	g22871  	GO:0003677(InterPro)
 56438 	g5271   	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
 56440 	g10331  	GO:0008270(InterPro)
 56443 	g15586  	GO:0003723(InterPro)
 56444 	g19150  	GO:0005524(InterPro)
 56449 	g507    	GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
 56452 	g16378  	GO:0005515(InterPro)
 56457 	g9116   	GO:0009523(InterPro)|GO:0015979(InterPro)|GO:0016020(InterPro)
 56458 	g10394  	GO:0005515(InterPro)
 56465 	g6658   	GO:0004601(InterPro)|GO:0042744(InterPro)
 56484 	g1813   	GO:0016787(InterPro)
 56487 	g11810  	GO:0004372(InterPro)|GO:0019264(InterPro)|GO:0030170(InterPro)|GO:0035999(InterPro)
 56491 	g34707  	GO:0030599(PANTHER)|GO:0045490(PANTHER)|GO:0052689(PANTHER)
 56493 	g36396  	GO:0004672(InterPro)|GO:0006468(InterPro)
 56502 	g4487   	GO:0008194(InterPro)
 56504 	g28945  	GO:0016788(InterPro)
 56508 	g11977  	GO:0006281(InterPro)
 56511 	g22526  	GO:0004672(InterPro)|GO:0006468(InterPro)
 56516 	g34849  	GO:0016409(InterPro)
 56518 	g27125  	GO:0016567(PANTHER)|GO:0031464(PANTHER)
 56521 	g35632  	GO:0005524(InterPro)|GO:0009058(InterPro)|GO:0016881(InterPro)
 56524 	g26343  	GO:0004674(PANTHER)|GO:0005886(PANTHER)|GO:0006468(PANTHER)
 56526 	g20480  	GO:0005085(InterPro)
 56529 	g24605  	GO:0004674(PANTHER)
 56536 	g33536  	GO:0005794(PANTHER)|GO:0006810(PANTHER)|GO:0016020(PANTHER)|GO:0016020(InterPro)
 56538 	g9016   	GO:0004857(InterPro)
 56542 	g13574  	GO:0005524(InterPro)
 56548 	g20707  	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
 56553 	g26264  	GO:0004672(InterPro)|GO:0006468(InterPro)
 56556 	g36604  	GO:0005747(PANTHER)
 56557 	g33794  	GO:0005634(PANTHER)
 56558 	g36518  	GO:0005675(PANTHER)|GO:0006281(PANTHER)|GO:0006357(PANTHER)
 56559 	g27993  	GO:0003700(InterPro)|GO:0006355(InterPro)
 56568 	g7036   	GO:0005524(InterPro)
 56574 	g17492  	GO:0005524(InterPro)|GO:0016887(InterPro)
 56583 	g8660   	GO:0004601(InterPro)|GO:0006979(InterPro)|GO:0020037(InterPro)
 56603 	g36585  	GO:0016874(InterPro)
 56608 	g9308   	GO:0005730(PANTHER)|GO:0042273(PANTHER)
 56609 	g26802  	GO:0000160(InterPro)
 56613 	g11774  	GO:0005515(InterPro)
 56614 	g10512  	GO:0000993(PANTHER)|GO:0031124(PANTHER)
 56615 	g29825  	GO:0005634(InterPro)|GO:0006355(InterPro)|GO:0043565(InterPro)
 56619 	g13034  	GO:0016020(PANTHER)
 56620 	g8364   	GO:0043531(InterPro)
 56621 	g21888  	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
 56637 	g12378  	GO:0005576(InterPro)
 56639 	g31923  	GO:0006508(InterPro)|GO:0008234(InterPro)
 56645 	g27074  	GO:0009507(PANTHER)|GO:0010436(PANTHER)|GO:0016121(PANTHER)|GO:0016702(InterPro)
 56647 	g15562  	GO:0003700(InterPro)
 56653 	g7650   	GO:0004553(InterPro)|GO:0005975(InterPro)
 56656 	g24951  	GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
 56661 	g13981  	GO:0035251(InterPro)
 56664 	g19822  	GO:0005515(InterPro)
 56668 	g9165   	GO:0005634(PANTHER)|GO:0005737(PANTHER)|GO:0009862(InterPro)|GO:0042742(PANTHER)|GO:0050832(PANTHER)|GO:2000022(InterPro)|GO:2000022(PANTHER)|GO:2000031(InterPro)
 56676 	g19483  	GO:0005515(InterPro)
 56677 	g502    	GO:0008168(InterPro)|GO:0008270(InterPro)|GO:0009086(InterPro)
 56680 	g14115  	GO:0030247(InterPro)
 56681 	g30647  	GO:0003735(PANTHER)|GO:0005762(PANTHER)
 56682 	g8465   	GO:0035251(InterPro)
 56685 	g23623  	GO:0005524(InterPro)
 56694 	g35982  	GO:0015386(InterPro)|GO:0071805(InterPro)|GO:1902600(InterPro)
 56696 	g31093  	GO:0004252(InterPro)|GO:0006508(InterPro)
 56699 	g2159   	GO:0004842(PANTHER)
 56700 	g26936  	GO:0005524(InterPro)|GO:0016887(InterPro)
 56708 	g17230  	GO:0003676(InterPro)|GO:0008270(InterPro)
 56710 	g10649  	GO:0016020(InterPro)|GO:0022857(InterPro)
 56713 	g30828  	GO:0005515(InterPro)
 56715 	g22670  	GO:0009058(InterPro)|GO:0030170(InterPro)
 56718 	g30885  	GO:0003676(InterPro)|GO:0008270(InterPro)
 56730 	g30247  	GO:0003676(InterPro)
 56732 	g9065   	GO:0016491(InterPro)
 56738 	g33549  	GO:0016757(InterPro)
 56739 	g6420   	GO:0003676(InterPro)|GO:0008270(InterPro)
 56770 	g15187  	GO:0008194(InterPro)
 56772 	g7045   	GO:0003676(InterPro)
 56775 	g10400  	GO:0016624(InterPro)
 56777 	g1184   	GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
 56784 	g8811   	GO:0006744(PANTHER)
 56785 	g18245  	GO:0005886(PANTHER)|GO:0046527(PANTHER)
 56786 	g11493  	GO:0003677(InterPro)
 56795 	g34168  	GO:0010048(InterPro)|GO:0040029(InterPro)
 56796 	g9502   	GO:0000139(PANTHER)|GO:0009306(PANTHER)|GO:0016020(InterPro)|GO:0016192(PANTHER)
 56798 	g30173  	GO:0071949(InterPro)
 56799 	g29184  	GO:0005515(InterPro)
 56803 	g20147  	GO:0005515(InterPro)
 56807 	g35238  	GO:0005515(InterPro)
 56813 	g34641  	GO:0008270(InterPro)
 56816 	g30329  	GO:0005524(InterPro)|GO:0016887(InterPro)
 56819 	g18878  	GO:0005515(InterPro)
 56825 	g21436  	GO:0006891(PANTHER)|GO:0034498(PANTHER)|GO:0048193(InterPro)|GO:1990071(PANTHER)|GO:1990071(InterPro)
 56826 	g4603   	GO:0004714(InterPro)|GO:0006468(InterPro)
 56827 	g2593   	GO:0009733(InterPro)
 56829 	g15405  	GO:0005515(InterPro)
 56846 	g3795   	GO:0003676(InterPro)
 56850 	g26336  	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
 56852 	g27161  	GO:0003723(InterPro)|GO:0009451(InterPro)
 56857 	g24733  	GO:0050660(InterPro)
 56861 	g33452  	GO:0005506(InterPro)|GO:0008610(InterPro)|GO:0016491(InterPro)
 56862 	g2661   	GO:0016616(InterPro)
 56872 	g33763  	GO:0005515(InterPro)
 56876 	g21410  	GO:0004568(InterPro)|GO:0006032(InterPro)|GO:0016998(InterPro)
 56880 	g31901  	GO:0005886(PANTHER)|GO:0009834(PANTHER)
 56881 	g716    	GO:0008146(InterPro)
 56882 	g36085  	GO:0006508(InterPro)|GO:0008236(InterPro)
 56884 	g5714   	GO:0043130(InterPro)
 56888 	g5573   	-
 56892 	g31438  	GO:0000287(InterPro)|GO:0010333(InterPro)|GO:0016829(InterPro)
 56897 	g15347  	GO:0043531(InterPro)
 56898 	g33541  	GO:0003677(InterPro)|GO:0006355(InterPro)
 56902 	g170    	GO:0050660(InterPro)
 56907 	g23243  	GO:0005515(InterPro)
 56908 	g26526  	GO:0016020(PANTHER)
 56915 	g35098  	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
 56917 	g34683  	GO:0003723(InterPro)
 56922 	g34136  	GO:0016491(InterPro)
 56943 	g28778  	GO:0009507(PANTHER)
 56947 	g1033   	GO:0008194(InterPro)
 56950 	g18950  	GO:0016702(InterPro)
 56952 	g794    	GO:0003676(InterPro)|GO:0008270(InterPro)
 56956 	g4357   	GO:0030247(InterPro)
 56959 	g26021  	GO:0016567(InterPro)|GO:0016740(InterPro)
 56960 	g17027  	GO:0016813(InterPro)
 56961 	g3452   	GO:0030247(InterPro)
 56962 	g29104  	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
 56965 	g36584  	GO:0003824(InterPro)
 56968 	g13921  	GO:0004672(InterPro)|GO:0006468(InterPro)
 56974 	g14648  	GO:0008194(InterPro)
 56977 	g12745  	GO:0005515(InterPro)
 56988 	g7629   	GO:0008033(InterPro)
 56990 	g12259  	GO:0004568(InterPro)|GO:0006032(InterPro)|GO:0016998(InterPro)
 57004 	g14779  	GO:0016757(InterPro)
 57006 	g7486   	GO:0006952(InterPro)
 57007 	g16910  	GO:0005384(PANTHER)|GO:0005774(PANTHER)|GO:0006828(PANTHER)|GO:0015086(PANTHER)|GO:0016020(InterPro)|GO:0030001(InterPro)|GO:0034755(PANTHER)|GO:0042742(PANTHER)|GO:0046873(InterPro)|GO:0055072(PANTHER)|GO:2000379(PANTHER)
 57018 	g26532  	GO:0009916(InterPro)
 57021 	g14802  	GO:0030247(InterPro)
 57028 	g17495  	GO:0005975(InterPro)
 57039 	g25474  	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0043565(InterPro)
 57046 	g9645   	GO:0000786(InterPro)|GO:0003677(InterPro)|GO:0030527(InterPro)
 57062 	g12116  	GO:0005737(PANTHER)|GO:0016881(PANTHER)
 57063 	g15348  	GO:0043531(InterPro)
 57064 	g15623  	GO:0005471(InterPro)|GO:0005471(PANTHER)|GO:0005743(InterPro)|GO:0140021(InterPro)|GO:1990544(InterPro)
 57089 	g14759  	GO:0005634(PANTHER)
 57090 	g3214   	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
 57092 	g13186  	GO:0005515(InterPro)
 57095 	g29274  	GO:0006355(InterPro)|GO:0043565(InterPro)
 57100 	g17227  	GO:0003729(PANTHER)|GO:0005634(PANTHER)|GO:0005737(PANTHER)
 57105 	g20644  	GO:0005515(InterPro)
 57109 	g24309  	GO:0015631(InterPro)|GO:0031625(InterPro)|GO:0044548(InterPro)
 57110 	g20577  	GO:0005634(PANTHER)|GO:0006355(InterPro)
 57111 	g28391  	GO:0003712(InterPro)|GO:0006355(InterPro)
 57114 	g21377  	GO:0005515(InterPro)
 57122 	g306    	GO:0004674(InterPro)
 57130 	g6976   	GO:0006952(InterPro)
 57131 	g32224  	GO:0015074(InterPro)
 57134 	g34004  	GO:0016757(InterPro)
 57135 	g1903   	GO:0005509(InterPro)
 57140 	g13290  	GO:0000045(PANTHER)|GO:0005783(InterPro)|GO:0016020(InterPro)|GO:0034975(PANTHER)|GO:0072546(PANTHER)|GO:0072546(InterPro)
 57141 	g27134  	GO:0005515(InterPro)
 57144 	g26183  	GO:0016020(InterPro)
 57150 	g14805  	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
 57153 	g6411   	GO:0005759(InterPro)
 57154 	g13038  	GO:0016279(PANTHER)|GO:0018026(PANTHER)
 57158 	g19369  	GO:0003924(InterPro)|GO:0007186(InterPro)|GO:0019001(InterPro)|GO:0031683(InterPro)
 57169 	g12369  	GO:0006364(InterPro)|GO:0008168(InterPro)|GO:0070042(PANTHER)|GO:0070475(PANTHER)
 57170 	g16000  	GO:0016616(PANTHER)
 57171 	g15796  	GO:0004497(PANTHER)|GO:0007275(PANTHER)|GO:0010268(PANTHER)|GO:0016125(PANTHER)|GO:0016132(PANTHER)|GO:0016491(PANTHER)
 57190 	g20178  	GO:0015074(InterPro)
 57192 	g4353   	GO:0005085(InterPro)|GO:0032012(InterPro)
 57197 	g12823  	GO:0003700(PANTHER)|GO:0005634(PANTHER)
 57198 	g18917  	GO:0015276(InterPro)|GO:0016020(InterPro)
 57200 	g17110  	GO:0005515(InterPro)
 57205 	g17296  	GO:0002181(PANTHER)|GO:0003723(PANTHER)|GO:0003735(InterPro)|GO:0003735(PANTHER)|GO:0005840(InterPro)|GO:0006412(InterPro)|GO:0022625(PANTHER)
 57208 	g10531  	GO:0003690(InterPro)|GO:0006355(InterPro)
 57218 	g17937  	GO:0008194(InterPro)
 57220 	g28362  	GO:0043130(InterPro)
 57223 	g17553  	GO:0009941(PANTHER)
 57224 	g36665  	GO:0022857(InterPro)|GO:0055085(InterPro)
 57227 	g25433  	GO:0005737(PANTHER)|GO:0016832(PANTHER)
 57230 	g9533   	GO:0003676(InterPro)
 57231 	g33723  	GO:0015074(InterPro)
 57233 	g29041  	GO:0003700(InterPro)|GO:0006355(InterPro)
 57240 	g31136  	GO:0006355(InterPro)|GO:0009584(InterPro)
 57254 	g35789  	GO:0005509(InterPro)
 57264 	g13536  	GO:0008270(InterPro)
 57266 	g22724  	GO:0016747(PANTHER)
 57267 	g7014   	GO:0004672(InterPro)|GO:0006468(InterPro)
 57269 	g9379   	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
 57273 	g3646   	GO:0005524(InterPro)
 57283 	g34240  	GO:0003700(InterPro)|GO:0006355(InterPro)
 57290 	g16010  	GO:0000724(PANTHER)|GO:0003697(PANTHER)|GO:0005634(PANTHER)|GO:0030915(PANTHER)
 57291 	g8127   	GO:0003677(InterPro)|GO:0003899(InterPro)|GO:0006351(InterPro)
 57336 	g25624  	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
 57339 	g32059  	GO:0005515(InterPro)
 57340 	g1080   	GO:0016747(PANTHER)
 57344 	g5584   	GO:0009706(PANTHER)|GO:0099402(PANTHER)
 57345 	g6133   	GO:0005515(InterPro)
 57348 	g9226   	GO:0005515(InterPro)
 57356 	g9550   	GO:0030410(InterPro)|GO:0030418(InterPro)
 57359 	g2872   	GO:0048544(InterPro)
 57360 	g30174  	GO:0071949(InterPro)
 57361 	g878    	GO:0005515(InterPro)
 57374 	g11179  	GO:0004185(InterPro)|GO:0006508(InterPro)
 57382 	g5058   	GO:0002098(InterPro)|GO:0033588(InterPro)
 57384 	g4266   	GO:0003677(InterPro)|GO:0046983(InterPro)
 57396 	g13644  	GO:0005515(InterPro)
 57405 	g29988  	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
 57420 	g30979  	GO:0009617(InterPro)
 57421 	g10419  	GO:0003684(PANTHER)|GO:0006303(PANTHER)|GO:0035312(PANTHER)|GO:0036297(PANTHER)
 57422 	g34382  	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
 57430 	g1699   	GO:0016616(InterPro)|GO:0019752(InterPro)
 57440 	g13308  	GO:0005515(InterPro)
 57458 	g17061  	GO:0005515(InterPro)
 57467 	g5078   	GO:0005739(PANTHER)
 57468 	g13197  	GO:0003743(InterPro)|GO:0005737(InterPro)|GO:0005852(InterPro)
 57472 	g27634  	GO:0004601(InterPro)|GO:0006979(InterPro)
 57479 	g3949   	GO:0003676(InterPro)|GO:0008270(InterPro)
 57480 	g21373  	GO:0015297(InterPro)|GO:0016020(InterPro)|GO:0042910(InterPro)|GO:0055085(InterPro)
 57484 	g11371  	GO:0003724(InterPro)
 57486 	g27985  	GO:0006885(PANTHER)|GO:0012505(PANTHER)|GO:0098662(PANTHER)
 57487 	g20259  	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
 57488 	g24606  	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
 57494 	g10842  	GO:0016567(InterPro)|GO:0016740(InterPro)
 57495 	g46     	GO:0004672(InterPro)|GO:0006468(InterPro)
 57499 	g36575  	GO:0015919(InterPro)
 57500 	g14553  	GO:0004672(InterPro)|GO:0006468(InterPro)
 57507 	g18502  	GO:0022857(InterPro)
 57516 	g25741  	GO:0016787(InterPro)
 57527 	g25557  	GO:0004385(PANTHER)|GO:0005829(PANTHER)
 57528 	g34224  	GO:0004601(InterPro)|GO:0006979(InterPro)|GO:0020037(InterPro)
 57545 	g8999   	GO:0004553(InterPro)|GO:0005975(InterPro)
 57548 	g6659   	GO:0004601(InterPro)|GO:0006979(InterPro)|GO:0020037(InterPro)
 57568 	g8806   	GO:0015074(InterPro)
 57571 	g5865   	GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
 57574 	g5527   	GO:0006952(InterPro)
 57575 	g14467  	GO:0004864(PANTHER)|GO:0005634(PANTHER)|GO:0005737(PANTHER)|GO:0009738(PANTHER)|GO:0010427(PANTHER)|GO:0038023(PANTHER)
 57577 	g2796   	GO:0016020(InterPro)|GO:0022857(InterPro)|GO:0055085(InterPro)
 57579 	g32428  	GO:0004222(PANTHER)|GO:0030198(PANTHER)|GO:0030574(PANTHER)
 57589 	g8814   	GO:0000413(InterPro)|GO:0003755(InterPro)
 57598 	g10822  	GO:0003677(InterPro)|GO:0006355(InterPro)
 57603 	g15999  	GO:0005515(InterPro)
 57618 	g506    	GO:0003779(InterPro)
 57621 	g13852  	GO:0003723(PANTHER)|GO:0005730(PANTHER)|GO:0006396(PANTHER)
 57622 	g23127  	GO:0010256(PANTHER)
 57623 	g1555   	GO:0005515(InterPro)
 57625 	g33944  	GO:0003993(InterPro)
 57629 	g15262  	GO:0098542(InterPro)
 57630 	g4787   	GO:0080143(InterPro)
 57631 	g22546  	GO:0003676(InterPro)
 57634 	g26366  	GO:0005789(PANTHER)|GO:0006457(InterPro)|GO:0006457(PANTHER)
 57635 	g10883  	GO:0003676(InterPro)
 57639 	g21438  	GO:0046854(InterPro)
 57642 	g34963  	GO:0008643(PANTHER)|GO:0016020(PANTHER)|GO:0051119(InterPro)|GO:0051119(PANTHER)
 57644 	g8524   	GO:0005524(InterPro)
 57653 	g2587   	GO:0009733(InterPro)
 57655 	g17894  	GO:0008194(InterPro)
 57658 	g22664  	GO:0016020(InterPro)
 57663 	g33981  	GO:0016757(InterPro)
 57664 	g7697   	GO:0005524(InterPro)
 57669 	g12671  	GO:0005524(InterPro)|GO:0016887(InterPro)
 57675 	g31349  	GO:0004664(InterPro)|GO:0009094(InterPro)
 57680 	g10569  	GO:0005525(InterPro)
 57685 	g19501  	GO:0003676(InterPro)
 57687 	g3070   	GO:0000070(PANTHER)|GO:0000796(PANTHER)|GO:0005634(PANTHER)
 57688 	g6358   	GO:0016628(InterPro)|GO:0032440(PANTHER)
 57689 	g32296  	GO:0004252(InterPro)|GO:0006508(InterPro)
 57692 	g2419   	GO:0000105(PANTHER)|GO:0042578(PANTHER)
 57694 	g9784   	GO:0003700(InterPro)|GO:0006355(InterPro)
 57698 	g13641  	GO:0003824(InterPro)
 57706 	g25238  	GO:0006537(PANTHER)|GO:0015930(PANTHER)|GO:0016491(PANTHER)|GO:0019676(PANTHER)
 57714 	g15791  	GO:0005515(InterPro)
 57721 	g25660  	GO:0003700(InterPro)
 57723 	g4864   	GO:0003676(InterPro)|GO:0005634(PANTHER)|GO:0005681(InterPro)|GO:0008270(InterPro)|GO:0033260(PANTHER)|GO:0033314(PANTHER)|GO:0044773(PANTHER)|GO:0048478(PANTHER)
 57724 	g28540  	GO:0008289(InterPro)
 57726 	g4534   	GO:0004185(InterPro)|GO:0006508(InterPro)
 57730 	g28158  	GO:0005515(InterPro)|GO:0008233(InterPro)|GO:0008237(InterPro)
 57735 	g29087  	GO:0042026(InterPro)|GO:0140662(InterPro)
 57750 	g11533  	GO:0004842(InterPro)|GO:0016567(InterPro)
 57754 	g31818  	GO:0005515(InterPro)
 57758 	g20487  	GO:0005085(InterPro)
 57761 	g9366   	GO:0042256(InterPro)|GO:0043022(InterPro)
 57768 	g3443   	GO:0030247(InterPro)
 57769 	g22714  	GO:0005515(InterPro)
 57770 	g24238  	GO:0004420(InterPro)
 57776 	g2516   	GO:0006952(InterPro)
 57782 	g2523   	GO:0006952(InterPro)
 57788 	g26834  	GO:0016020(InterPro)|GO:0022857(InterPro)
 57791 	g33810  	GO:0016788(InterPro)
 57793 	g29654  	GO:0003677(InterPro)|GO:0006355(InterPro)
 57797 	g15389  	GO:0032588(PANTHER)
 57798 	g15505  	GO:0003676(InterPro)|GO:0008270(InterPro)
 57800 	g28675  	GO:0003676(InterPro)
 57809 	g14312  	GO:0003690(PANTHER)|GO:0003690(InterPro)|GO:0005634(PANTHER)|GO:0009330(InterPro)|GO:0009330(PANTHER)|GO:0042023(InterPro)|GO:0042023(PANTHER)|GO:0051276(PANTHER)
 57810 	g15423  	GO:0019199(InterPro)|GO:0045087(InterPro)
 57816 	g30637  	GO:0005515(InterPro)
 57819 	g7418   	GO:0003677(InterPro)
 57824 	g16371  	GO:0003677(InterPro)|GO:0046983(InterPro)
 57832 	g35478  	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
 57845 	g18871  	GO:0007165(InterPro)
 57848 	g8359   	GO:0016757(InterPro)
 57849 	g10273  	GO:0005096(InterPro)
 57853 	g9639   	GO:0016491(InterPro)
 57864 	g5815   	GO:0003723(InterPro)
 57875 	g10016  	GO:0005788(PANTHER)|GO:0030968(InterPro)|GO:0030970(PANTHER)|GO:0036503(InterPro)
 57876 	g4815   	GO:0003924(InterPro)|GO:0005525(InterPro)
 57880 	g12381  	GO:0005576(InterPro)
 57881 	g11612  	GO:0004617(PANTHER)
 57882 	g6938   	GO:0080043(PANTHER)|GO:0080044(PANTHER)
 57885 	g7105   	GO:0030246(InterPro)
 57887 	g25142  	GO:0004843(InterPro)
 57888 	g22879  	GO:0003993(InterPro)|GO:0046872(InterPro)
 57891 	g15093  	GO:0005515(InterPro)
 57896 	g15247  	GO:0000139(PANTHER)|GO:0005802(PANTHER)|GO:0006895(PANTHER)|GO:0034067(PANTHER)|GO:0043001(PANTHER)
 57897 	g15958  	GO:0016020(InterPro)|GO:0022857(InterPro)|GO:0055085(InterPro)
 57907 	g12516  	GO:0005829(PANTHER)
 57908 	g15370  	GO:0006952(InterPro)|GO:0052689(InterPro)
 57910 	g28900  	GO:0016020(InterPro)|GO:0022857(InterPro)
 57912 	g8692   	GO:0005839(InterPro)|GO:0051603(InterPro)
 57913 	g405    	GO:0080043(PANTHER)|GO:0080044(PANTHER)
 57914 	g13180  	GO:0005737(PANTHER)|GO:0042026(PANTHER)|GO:0051082(PANTHER)|GO:0051085(PANTHER)
 57915 	g10144  	-
 57916 	g8330   	GO:0043531(InterPro)
 57917 	g20247  	GO:0016639(InterPro)
 57927 	g24906  	GO:0008239(PANTHER)
 57929 	g6654   	GO:0004601(InterPro)|GO:0006979(InterPro)|GO:0020037(InterPro)
 57951 	g1478   	GO:0005515(InterPro)
 57955 	g9166   	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0043565(InterPro)
 57962 	g9114   	GO:0003735(InterPro)|GO:0006412(InterPro)|GO:0015935(InterPro)
 57969 	g3746   	GO:0006396(InterPro)
 58000 	g4187   	GO:0005524(InterPro)|GO:0006139(InterPro)|GO:0019205(InterPro)
 58006 	g2896   	GO:0003676(InterPro)|GO:0008270(InterPro)
 58007 	g22628  	GO:0005744(InterPro)|GO:0005744(PANTHER)|GO:0030150(PANTHER)|GO:0030150(InterPro)
 58008 	g10713  	GO:0005524(InterPro)
